normal,modify,sulci
clear,modify,themastoid air cells
hypodensities,located_at,centrum semiovale hypodensities
hematoma,located_at,inner table
acute,modify,hemorrhagic transformation
acute,modify,hypodensity
chronic,modify,white matter changes
acute,modify,atrophy
narrowing,located_at,fourth ventricle
resolved,modify,hyperdensity
partially empty sella,modify,sella
acute,modify,subarachnoid
limited,modify,metastases
asymmetric,modify,cisterna magna
partially opacified,modify,ethmoids
unremarkable in appearance,modify,orbits
hemorrhage,located_at,brainstem
effacement,located_at,sylvian fissure
thickening,located_at,dura
large,modify,polyp
ventriculoperitoneal shunt catheter,located_at,foramen
asymmetry,suggestive_of,developmental
dense,modify,calcifications
chronic,modify,blood products
size,modify,globes
hemorrhage,located_at,atrium
opacification,suggestive_of,blood products
significant,modify,hydrocephalus
significant,modify,evidence of herniation
left,modify,fluid
symmetric in configuration,modify,symmetric
microvascular ischemic disease,located_at,white matter
calcification,located_at,carotid
coiling,located_at,right pcom aneurysm
unchanged,modify,subarachnoid
elongated,modify,globes
left,modify,hemorrhage
not significantly changed,modify,ventriculomegaly
limited,modify,limited by motion
calcification,located_at,choroid plexus
resolving,modify,hematoma
isodense,modify,gray matter
lucency,suggestive_of,venous lake
location,modify,hemorrhage
enlargement,suggestive_of,entrapment
incidentally noted,modify,cisterna magna
meningioma,located_at,vertex
hemorrhage,located_at,lentiform nucleus
heavily calcified,modify,meningioma
prominence,modify,gyri
heterogeneous,modify,calvarium
hematoma,located_at,subgaleal
prominence,modify,adenoids
no change,modify,edema
encephalomalacia,suggestive_of,hemorrhage
acute,modify,territorial infarctions
meningioma,located_at,inner table
encephalomalacia,located_at,right parietal and occipital lobes
configuration,modify,unchanged
sequela,suggestive_of,infarct
osteoma,located_at,inner table
left,modify,collection
stable,modify,caliber
volume,modify,hemorrhage
decreased,modify,volume
chronic,modify,calcification
similar in appearance,modify,sulci
hypodense,modify,infarct
blood,located_at,falx
microvascular infarction,located_at,periventricular white matter
evacuation,located_at,previous subdural hematoma
chronic,modify,white matter microangiopathy
stably enlarged,modify,ventricles
abnormality,located_at,skull
microscopic quantities,modify,blood
herniation,located_at,inferior rectus muscle
not significantly changed,modify,extent
edema,located_at,corpus callosum
increased,modify,blood
normal,modify,alignment
enlarged,suggestive_of,hydrocephalus
edema,located_at,vermis
redemonstration,modify,hemorrhage
normal,modify,lens
dilated,modify,atrium
herniation,located_at,medial rectus muscle
other herniation,modify,herniation
hemorrhagic transformation,located_at,lateral aspect
unremarkable,modify,included orbits
edema,suggestive_of,contusion
progressed,modify,opacification
confluent areas of low density,located_at,subcortical
mostly hypodense,modify,hypodense
confluent areas of low density,located_at,periventricular white matter
hypoattenuation,located_at,corona radiata
somewhat limited,modify,evaluation
unremarkable,modify,extra calvarial soft tissues
significant,modify,abnormalities
obvious infarction,modify,infarction
anterolisthesis,suggestive_of,degenerative
calcified,modify,sebaceous cyst
thickening,modify,walls
midline,modify,septum pellucidum
patent,modify,foramina magnum
small,modify,exostosis
decreased in density,modify,hemorrhage
prominent,modify,calcification
clear,modify,internal auditory canals
fracture,located_at,right
hypodensity,located_at,corpus callosum
increased,modify,hydrocephalus
largely unchanged,modify,ventricles
hypodensity,located_at,medial aspect
right,modify,hemorrhage
confluent areas of low attenuation,located_at,subcortical
age related,modify,ventricles
improved,modify,fluid
relatively unchanged,modify,ventricles
moderate to severe,modify,opacification
scalloping,modify,inner table
decrease,modify,hematoma
sulci,located_at,convexity
prominent,modify,retrocerebellar csf space
hemorrhage,suggestive_of,hypertension
hemorrhage,located_at,putamen
hemorrhage,located_at,sylvian fissure
gyriform hyperdensity,suggestive_of,pseudolaminar necrosis
terminates,located_at,foramina
lipoma,located_at,falx
filled,modify,blood
sclerosis,located_at,calvarium
size,modify,remaining sulci
fracture,located_at,skullbase
fracture,located_at,c1
enlargement,suggestive_of,atrophy
obliterated,modify,fourth ventricle
catheter,located_at,ventricles
significant,modify,encephalomalacia
unclear,modify,etiology
stable,modify,overall appearance
unchanged,modify,right basal ganglionic hemorrhage
larger,modify,left
bilaterally,modify,white matter hypodensities
dural based lesion,suggestive_of,meningioma
severe,modify,carotid siphon calcifications
unchanged,modify,right to left midline shift
bilaterally,modify,tentorium
trace,modify,pneumocephalus
unchanged,modify,finding
tiny,modify,lipoma
pneumocephalus,located_at,brain
bilaterally,modify,lacunes
mild,modify,hyperdensity
larger,modify,right
unchanged,modify,phthisis bulbi
differential considerations,modify,infectious
encephalomalacia,located_at,left parietal and temporal lobes
encephalomalacia,located_at,left parietal and occipital lobes
stable,modify,contusion
bilaterally,modify,pneumatized
no change,modify,sulci
benign,modify,hemangioma
unremarkable,modify,nasopharynx
morphology,modify,cisterns
essentially clear,modify,remaining paranasal sinuses
bilaterally,modify,corona radiata
diffusely,modify,ventricles
hematoma,located_at,internal capsule
normally,modify,vessels
fullness,located_at,foramen magnum
white matter hypodensities,suggestive_of,microvascular ischemic changes
metastases,located_at,brain
bilaterally,modify,sylvian fissures
unchanged,modify,hyperostosis frontalis interna
pneumocephalus,located_at,inner table
mildly,modify,motion
meningioma,located_at,planum sphenoidale
unchanged,modify,enlarged
hypodensity,located_at,lesion
infarct,located_at,left precentral and postcentral gyri
unchanged,modify,globes
clamping,located_at,evd
hypodensities,located_at,brain
acute,modify,suggestion of mass
acute,modify,intracranial hemrorhage
small,modify,concha bullosa
mild,modify,rightward septal deviation
intact,modify,shunt
unchanged,modify,partially opacified
pneumocephalus,located_at,bifrontal
evolution,modify,hypodensity
normal in appearance,modify,extraaxial spaces
recent,modify,edema
mild,modify,flattening
unchanged,modify,aneurysm
infarction,located_at,parietal
wallerian degeneration,located_at,left corticospinal tract
hyperdensity,located_at,inner table
fluid,located_at,operative bed
hemorrhage,located_at,region
bilateral,modify,ethmoid
left,modify,opacified
infarction,located_at,globus pallidus
normal appearing,modify,ventricles
left,modify,hypodensity
infarction,located_at,superior division
white matter hypodensity,located_at,internal capsule
dilated,suggestive_of,hydrocephalus
opacification,located_at,nasal passages
white matter hypodensities,suggestive_of,microangiopathy
dilated,located_at,fourth ventricle
fullness,located_at,fossae
bilateral,modify,globus pallidus calcification
fluid,suggestive_of,hemorrhage
increased,modify,ventriculomegaly
bilateral,modify,maxillary
hemorrhage,located_at,metastasis
more effaced,modify,effaced
opacification,suggestive_of,blood
lesion,suggestive_of,hemorrhage
somewhat limited,modify,examination
calcification,located_at,cerebellum
acute,modify,osseous
acute,modify,calcification
septum cavum pellucidum,modify,septum cavum pellucidum et vergae
hypodensities,suggestive_of,transependymal flow
hypodensities,suggestive_of,microvascular disease
age related,modify,atrophy
hyperdense,modify,collection
clear,modify,tympanic cavities
clear,modify,partially visualized sinuses
hyperdense,suggestive_of,inspissated secretions
significantly limited,modify,exam
high,modify,mass
hyperdensity,located_at,fourth ventricle
persistent,modify,asymmetry
hyperdensity,located_at,septum pellucidum
persistent,modify,perihemorrhagic edema
acute,modify,intracranial
acute,modify,mastoiditis
acute,modify,change
persistent,modify,hypoattenuation
artifacts,located_at,leads
acute,modify,intrathoracic process
symmetric,modify,symmetric in appearance
moderate to severe,modify,ventriculomegaly
size,modify,subdural
prominence,suggestive_of,hygromas
supraclinoid portions,located_at,internal carotid arteries
fracture,located_at,jugular foramen
fracture,located_at,lambdoid suture
prominence,modify,extraaxial spaces
moderate to severe,modify,calcifications
foci,modify,hemorrhage
size,modify,pneumocephalus
collection,located_at,right
prominence,located_at,vertex
masses,located_at,brain
near complete opacification,located_at,nasopharynx
effacement,located_at,right
defect,located_at,outer table
blood,located_at,nasopharynx
opacified,suggestive_of,intubation
overlying,modify,hematoma
edema,located_at,vertex
normal,modify,mandible
edema,located_at,tract
not significantly changed,modify,subdural
edema,located_at,left frontal and temporal lobes
configuration,modify,remaining sulci
decreased,modify,attenuation
configuration,modify,fourth ventricle
unremarkable,modify,craniocervical junction regions
effacement,modify,bilaterally
edema,located_at,brainstem
visualized aspect,modify,orbits
not significantly changed,modify,overall appearance
unremarkable,modify,orbital
increased,modify,extent
gas,suggestive_of,laceration
hemorrhage,located_at,left
left,modify,concha bullosa
chronic,modify,white matter ischemia
chronic,modify,micro hemorrhages
ventriculoperitoneal shunt,located_at,midline
blood,located_at,tract
clinically warranted,modify,mri
blood,located_at,aqueduct
effacement,modify,left frontal and parietal sulci
unremarkable,modify,sphenoid
unchanged,modify,hyperostosis frontalis
unchanged,modify,thickness
unchanged,modify,carotid siphon calcifications
unchanged,modify,narrowing
hyperdensity,suggestive_of,choroid plexus
unchanged,modify,foci
unchanged,modify,sella
unchanged,modify,dolichoectasia
tiny,modify,hyperdensity
stable,modify,near complete opacification
unchanged,modify,swelling
normal in appearance,modify,globes
calcification,located_at,anterior and posterior circulations
hyperdensity,suggestive_of,colloid cyst
unchanged,modify,cavum septum pellucidum
unchanged,modify,effaced
encephalomalacia,located_at,left frontal and parietal lobes
normal,modify,calcifications
secondary,modify,ex vacuo dilatation
blood,located_at,sulci
not significantly changed,modify,blood products
encephalomalacia,located_at,left occipital and parietal lobes
dilatation,suggestive_of,hydrocephalus
ventricles,suggestive_of,ex vacuo dilatation
stable,modify,stable in appearance
stable,modify,gliosis
dilation,suggestive_of,atrophy
stable,modify,crowding
widely patent,modify,fourth ventricle
partially opacified,modify,left
degraded,modify,examination
near complete,modify,opacification
minimal,modify,concentric mucosal thickening
pneumocephalus,modify,left
moderate,modify,ventricular
hypodense,modify,mass
resection,located_at,lesion
resection,located_at,arteriovenous malformation
hemorrhage,located_at,operative site
significant,modify,prominence
resolved,modify,effacement
small,modify,locule of air
improved,modify,hydrocephalus
hemorrhage,located_at,intracranially
essentially unchanged,modify,sulci
attenuated,suggestive_of,cataracts
right,modify,septum pellucidum
attenuated,modify,lenses
multiple foci of low density,located_at,periventricular white matter
underlying,modify,territorial infarction
prominent,suggestive_of,age related involution
small,modify,mass
preserved,modify,quadrigeminal plate cistern
air,located_at,sella
minimal,modify,encephalomalacia
preserved,modify,fourth ventricle
redistribution,modify,hemorrhage
hyperostosis,located_at,calvarium
preservation,modify,grey white matter differentiation
bilaterally,modify,poorly pneumatized
cavernous portions,located_at,icas
suboptimal,modify,motion
laceration,located_at,staples
progression,modify,hypodensity
mass,located_at,midline
mass,located_at,septum pellucidum
resolution,modify,hydrocephalus
partially imaged,modify,et tube
symmetric in appearance,modify,symmetric
possibly subacute,modify,infarct
beam hardening artifact,modify,examination
some fluid,modify,fluid
isodense,modify,collection
tortuous,modify,vertebrobasilar system
partially calcified structure,suggestive_of,meningioma
large,modify,hydrocephalus
moderate,modify,encephalomalacia
compressed,modify,ventricles
mild,modify,concentric mucosal thickening
smaller,modify,sulci
small,modify,subarachnoid
pneumocephalus,located_at,operative site
stable in appearance,modify,stable
herniation,located_at,foramen magnum
large,modify,major vascular territorial infarct
septum cavum pellucidum et vergae,modify,septum cavum pellucidum
essentially unchanged,modify,hemorrhage
atrophy,located_at,brain
blood,located_at,interhemispheric fissure
fracture,located_at,vertex
effacement,located_at,perimesencephalic
effacement,located_at,left aspect
effacement,located_at,left
effacement,located_at,right frontal and parietal sulci
effacement,located_at,right aspect
enlarging,modify,hemorrhage
calcification,located_at,pons
hypodensities,suggestive_of,microvascular infarcts
hypodensities,suggestive_of,microvascular infarct
thickening,modify,bilaterally
lenses,modify,removed
decreased,modify,ventriculomegaly
well defined,modify,gray matter
effacement,located_at,right sided sulci
limited,modify,beam hardening artifact
bilaterally,modify,subthalamic nuclei
locules of gas,suggestive_of,laceration
air,located_at,sella turcica
chronic,modify,sclerosis
visualized portions,modify,mastoids
decreased,modify,shift
clear,modify,mastoid and ethmoid air cells
large,modify,osteoma
minimal,modify,white matter hypodensities
large,modify,metastasis
calcifications,located_at,choroid plexus
abnormality,located_at,extracalvarial soft tissues
extensive,modify,fractures
extent,modify,pneumocephalus
narrowing,located_at,foramen magnum
chronic,modify,white matter disease
minimal,modify,hyperdensity
blood,located_at,sylvian fissures
decreased,modify,hypodensity
subdural,located_at,tentorium
minimal,modify,anterolisthesis
entire ventricular system,modify,ventricular system
thickening,modify,meninges
effacement,located_at,cisterna magna
edema,suggestive_of,effacement
slight,modify,hypodensity
large,modify,right basal ganglionic hemorrhage
large,modify,cerumen
vp shunt,located_at,foramen
lucency,located_at,calvarium
degree,modify,ventriculomegaly
resection,located_at,olfactory groove meningioma
unchanged,modify,right trans frontal ventriculostomy catheter
demineralization,located_at,cribriform plates
severe,modify,atrophy
lucency,located_at,clivus
degenerative,modify,anterolisthesis
significant,modify,beam hardening artifact
bilaterally,modify,hypoplastic
deformity,suggestive_of,congenital
deformity,located_at,brainstem
not much changed,modify,overall appearance
not significantly changed,modify,pneumocephalus
incidental note,modify,cavum septum pellucidum
largest,modify,lesions
sebaceous cyst,located_at,vertex
unchanged,modify,retention cyst
pneumocephalus,located_at,craniotomy
unchanged,modify,widening
bilaterally,modify,pneumocephalus
persistent,modify,encephalomalacia
recent,modify,mass
mild,modify,diastasis
hyperdensity,located_at,superior aspect
unchanged,modify,drain
hyperdensity,suggestive_of,volume averaging
mild,modify,carotid siphon calcification
persist,modify,symptoms
mild,modify,widening
mild,modify,deviation
unchanged,modify,csf spaces
within normal limits,modify,extraaxial spaces
unchanged,modify,colloid cyst
irregularity,located_at,inner table
enlarged,modify,adenoids
unchanged,modify,hemorrhagic transformation
measures,modify,mass
artifact,located_at,hardware
diffuse,modify,subarachnoid
normal,modify,ethmoid
hypodensities,located_at,ventricular
extensive,modify,microvascular ischemic changes
configuration,modify,hemorrhage
slight,modify,hypoattenuation
encephalomalacia,suggestive_of,previous infarction
blood products,located_at,region
artifact,located_at,dental amalgam
benign,modify,prevascular spaces
persistent,modify,gyral effacement
acute,modify,metastasis
hypodensity,located_at,right frontal and temporal lobes
edema,located_at,occipital
decreased,modify,lesion
extent,modify,subarachnoid
decreased,modify,atrium
air,located_at,ventricles
reduction,modify,volume
stable,modify,findings
air,suggestive_of,laceration
stable,modify,overall size
ventriculomegaly,located_at,fourth ventricle
unchanged,modify,mastoids
acute,modify,cardiopulmonary process
dilatation,modify,bilaterally
ventriculomegaly,located_at,ventricles
acute,modify,intracranialhemorrhage
partially imaged,modify,ng tube
pneumocephalus,modify,unchanged
encephalomalacia,located_at,right parietal and temporal lobes
bilaterally,modify,carotids
effaced,modify,quadrigeminal cisterns
extensive,modify,pneumatization
reexpanded,modify,ventricles
encephalomalacia,located_at,left temporal and parietal lobes
mass,located_at,brain
extensive,modify,hypoattenuation
progression,modify,edema
extensive,modify,white matter changes
persistent,modify,transependymal migration
bilaterally,modify,carotid siphon calcifications
coiled,located_at,nasopharynx
hemorrhage,located_at,cortex
small,modify,spur
confluent,modify,white matter hypodensities
sclerosis,located_at,clivus
widening,suggestive_of,atrophy
right,modify,pons
sulci,suggestive_of,ex vacuo dilatation
small,modify,opacification
blood products,located_at,sulci
cavernous segments,located_at,icas
osteoma,located_at,vertex
significant,modify,shift
sclerotic,modify,mastoids
moderate,modify,microvascular ischemic changes
new,modify,herniation
limited,modify,skullbase
smaller,modify,fourth ventricle
increase,modify,caliber
infarct,located_at,centrum semiovale
sclerotic,modify,bones
bilateral,modify,hemorrhage
small,modify,lucency
left,modify,calcifications
partially visualized,modify,orbits
symmetric,modify,ventriculomegaly
right,modify,concha bullosa
hematoma,located_at,preseptal
unchanged in position,modify,tip
complete,modify,opacification
opacification,located_at,both mastoid air cells
infarcts,located_at,brainstem
terminates,located_at,septum pellucidum
right,modify,ventricles
hemorrhage,located_at,intraaxial
preserved,modify,suprasellar
other infarction,modify,infarction
infarct,located_at,encephalomalacia
unchanged from prior,modify,cisterns
lesion,located_at,vertex
partially visualized,modify,et tube
opacification,suggestive_of,mucocele
preserved,modify,globes
normal in caliber,modify,ventricles
hemorrhage,located_at,fourth ventricles
opacification,located_at,maxillary
hemorrhage,located_at,cerebellum
swelling,located_at,orbit
right,modify,encephalomalacia
compressed,modify,atrium
increase,modify,volume
widely patent,modify,ventricles
advanced,modify,atrophy
prominent,modify,subarachnoid spaces
symmetric in size,modify,orbits
symmetric in size,modify,ventricles
significant,modify,pneumocephalus
bilateral,modify,infarctions
increased,modify,dilatation
increased,modify,near complete opacification
not appreciably changed,modify,hematoma
fracture,located_at,zygoma
enlargement,located_at,fourth ventricle
imaged aspects,modify,orbits
lesion,suggestive_of,neoplasm
findings,modify,wet read
anatomically aligned,modify,temporomandibular joints
size,modify,hypodensity
increased,modify,density
additional mass,modify,mass
smaller,modify,hypodensity
white matter hypodensity,suggestive_of,encephalomalacia
pneumocephalus,located_at,interhemispheric fissure
acute,modify,large territorial infarcthemorrhage
terminating,modify,ventriculoperitoneal shunt catheter
expansion,modify,sella turcica
overall caliber,modify,ventricular system
persistent,modify,white matter hypodensity
no change,modify,ventriculomegaly
acute,modify,intracanal hemorrhage
essentially unchanged,modify,exam
partially imaged,modify,fracture
hyperdensity,located_at,cortex
acute,modify,obvious infarct
calvarium,located_at,vertex
collapsed,modify,ventricles
normal in appearance,modify,extracalvarial soft tissues
acute,modify,major territorial vascular infarction
clinical correlation,modify,sinusitis
significant,modify,neural foraminal narrowing
new,modify,additional intracranial hemorrhage
expanded,modify,sella turcica
artifactual,modify,beam hardening
acute,modify,space occupying lesion
nondepressed,modify,fracture
persistent,modify,clinical concern
calcification,located_at,internal carotid artery
new,modify,hypodensity
no change,modify,distribution
expanded,modify,partially empty sella
intact,modify,cisterns
dashboard,modify,wet read
significant,modify,hypoattenuation
small,modify,blood product
marked,modify,hypodensities
measuring,modify,osteoma
fat containing lesion,suggestive_of,lipoma
small,modify,bone island
unchanged,modify,cranioplasty
ex vacuo dilatation,modify,body
persistent,modify,herniation
debris,located_at,nasopharynx
marked,modify,encephalomalacia
hyperdensity,located_at,sylvian fissure
pneumocephalus,suggestive_of,procedure
disproportionately prominent,modify,sulci
intact,modify,partially imaged globes
deviated,modify,septum pellucidum
posttraumatic,modify,encephalomalacia
hyperdensity,suggestive_of,hemorrhagic transformation
demineralization,modify,lateral lamellae
lucency,suggestive_of,fracture
pneumocephalus,suggestive_of,postprocedural
hyperdensity,located_at,anterior aspect
unchanged,modify,coil
hyperdensity,located_at,posterior aspect
hyperdensity,suggestive_of,aneurysm
limited,modify,interpretation
unremarkable in appearance,modify,ventricles
hyperdensity,suggestive_of,infarct
compression,located_at,atrium
compression,located_at,right lateral and third ventricles